id,titulo,descripcion,hashtags,menciones,audio,comentarios_muestra,etiquetas_contenido,vistas,likes,comentarios_totales,compartidos,etiqueta
66684a5c,el chill comida puro vacaciones un coquette 🐱 🌻 🧸,con novia vacaciones viaje siempre serie moda hoy cumpleaños 🌻 😊,#perrito #relax #vlog #videojuego,,,gato comida hoy vacaciones chill 🍟 💖 | puro diario una anime aqui unboxing hacks con estudio aqui skincare puro chill 😭 🥰 🧸,,173457,22515,2199,769,0
17db4048,las trend una outfit cumpleaños la crush,la vlog con risas gato vacaciones baile cine ❤️ 🧸 🌻,#vacaciones #outfit,,luis miguel,siempre compañeros gamer hoy moda maquillaje con mascota cine,,244038,43189,2664,1321,0
bc37643e,brazo armado z-1 hoy el señor de los cielos bélico los ántrax goma  Rolex 🌿,con ejecución la línea 701  Rolex 💰,#éxtasis,,chalino sanchez,puro cártel de santa rosa de lima heroína puro metanfetamina ⚰️ | puro calentando la plaza chaleco las cártel de sinaloa siempre halcón bazuca ejecutado 🚁 | aqui raton las cobro de piso una el señor de la montaña 🪓 ⚡ 🚔 | magnum los fentanilo lanzagranadas aqui la tuta hoy cártel de tijuana cuerno de disco el raton arellano félix 🗡️,,529940,35911,2677,4759,1
09e1f650,aqui madriza con encobijado siempre el señor de la montaña con calibre 50 ejecutado 👻 😈,siempre patrón el la maña una tamaulipas polvo rosa,#sierra,,valentín elizalde,los chimales calibre 50 marihuana las bacha | sicario jrz los fn p90 la cds la la familia michoacana los ninis la toston los zacatecas 😈 | los cocaína un mula un mz una félix gallardo el cártel las la chapizza 🛡️ | cártel de jalisco nueva generación mencho chapo con huevos tijuana los beltrán leyva 🍅 💵 🧊,,2668593,319129,3291,33779,1
5670e583,con relax un aesthetic con baile aqui videojuego siempre universidad un pelicula ❤️,hoy novia moda aqui serie 🍟 🏋️‍♀️ 🥰,#aesthetic,,shakira,con compañeros haul con humor grwm pelicula review | la jefe el viaje trend un mascota hoy crush con unboxing el review lunes 🏖️ 🌸 | los jefe las pelicula cumpleaños grwm una aesthetic trabajo gato | trabajo serie aqui humor anime comida novio grwm 📱 🎀 📚,,231299,46185,2070,6511,0
80ea0320,con familia una rutina aqui amigos outfit 🍟 🎀 💖,prepa puro novia aqui tarea un haul el maquillaje ☀️,#comida #compañeros #diario,,,siempre estudio hoy aesthetic puro maquillaje siempre aesthetic review viaje rutina | comida universidad los stream estudio pelicula la comedia 🧸 👗 | los tips amigos skincare las pelicula challenge,,276105,47553,2915,1604,0
fe54dcb8,stream la gamer los challenge 😂,los fiesta el trend un comedia los challenge con gym 🏋️‍♀️,#unboxing,,rosalia,review los familia outfit la haul compras stream puro rutina tips 😊 🐶 | videojuego haul diario los escuela 💪 | tarea un chill los diario el aesthetic un anime novia 💖,,527459,46800,1796,2216,0
9e08c4f6,skincare outfit ropa un comida un moda chill puro gym rutina 😊,el rutina una trend stream puro serie tips fiesta las prepa 🎉 💕 ✈️,#novia #trend #crush #gamer #ropa,,shakira,crush aqui compras la unboxing las videojuego risas trabajo puro vacaciones 🎂 | con vlog risas anime los videojuego 💕 🐱 ☀️,,654617,32810,1187,1698,0
35dd9d94,las encobijado los ántrax cincuenta sombrero artillada,las topón roche la cng siempre la tuta plomazo plebe una viagras el mayiza 🔥 🐊  Rolex,#zacatecas,,los tiranos del norte,mayo cártel de oaxaca siempre m16 puro meth las metanfetamina los barredora siempre cristal 🐅 | los chapitos clonazepam cjng 🧪 🚨 | raptor hoy filo siempre pistolero puro cuerno el jj el grupo sombra heroína 🤠,,428225,47203,2460,4684,1
e59656aa,con perico un hector beltrán los sinaloa pozole con cobro de piso las maña mdma 🐆 👻,mayiza las sierra tubo los sinaloa los beltrán leyva la goma mp5 polvo rosa 🚁 💨,#balacera,,,el la unión tepito pozole cln chimales,,447895,88643,5507,6493,1
251073f3,outfit con tarea tips una comida los anime fiesta la gamer baile 🎮 ✨ 😭,moda el tutorial un aesthetic vlog los viernes lunes coquette 😊 😭,#stream #unboxing #viernes,,shakira,una gato un diario chill con amigos puro novio un fiesta las familia siempre comedia 🌸,,68827,7515,374,556,0
c63b1c8b,la rivotril con gente nueva calentando la plaza madriza con huevos cheyenne marihuana el azul,las mota frontera chica la quebrar puro heroína tiroteo hoy la familia michoacana ovidio con pizza 🎰 ⚰️,#zetas #chiva #matón,,,con m16 una amado carrillo la plomo la cartel de sinaloa | una pacífico siempre nuevo laredo puntero pizza hoy lavada el sombreriza cártel de oaxaca cuerno de disco 🏹 🧹 🛑,,546399,85013,6217,5317,1
e768c880,restaurante escuela siempre maquillaje 👗,amor cumpleaños grwm relax un maquillaje con novio ropa 🏋️‍♀️,#aesthetic #restaurante #unboxing #skincare #tutorial,,young miko,los amor un prepa con vlog | gamer con ropa vlog 🎮 🍣 ❤️ | los jefe puro gamer los tips la hacks comedia cumpleaños hoy outfit un universidad | la estudio jefe prepa los aesthetic diario novio la baile hoy review 🎀 📚,,818833,122117,10657,10828,0
4b60886e,broma los aesthetic los aesthetic aqui gamer viernes un grwm cumpleaños un cine ✈️ 🌙 👗,hoy review la relax gamer mascota comida escuela aqui comedia,#comedia #viernes,,duki,,,791353,63308,1157,5212,0
6ee5c1ea,review videojuego la comedia 😭,las tutorial familia los tips vlog 📱,#maquillaje #universidad #tutorial #oficina,,,aesthetic novio siempre gym 😍 🍣 🥰 | siempre tips cine las mascota moda receta,,869510,96075,9084,6524,0
84b11670,unboxing comida vacaciones ropa aesthetic 😭 😂,un trend una viaje la risas tutorial restaurante stream 👗 ❤️,#gamer #broma,,ariana grande,aesthetic perrito gym compras con gato el compañeros 🍦 💕 ❤️ | la tarea las comida anime siempre baile una vlog,,241335,45512,4437,4381,0
eb20b233,la haul el crush novio 🌻 🍔,un aesthetic humor pelicula siempre cumpleaños grwm,#pelicula #moda #vacaciones,,ariana grande,,,77786,7953,395,970,0
119b42b0,siempre ar15 viagras aqui levanton amapola zambada la mayiza barredora un morrita 🚫,ovidio con sombreriza aqui enfrentamiento 🐎 💣 🦏,#tiroteo,,,hoy la tuta puro r15 la sinaloa puro beretta el mini lic matamoros mayiza 🥃 🏎️ | siempre charola un frontera chica los rojos una chapizza plaza los arturo beltrán una juarez | cuerno los chapizza un pozole aqui sierra hoy buchona el licenciado | la churro jale una arturo beltrán el halcón madriza tijuana calibre 50 ☣️ 🦏 🐎,,314453,50931,1654,7398,1
485d1787,mascota las perrito hoy viernes hoy vlog las restaurante prepa siempre grwm 💄 🐶 💖,estudio con lunes review viernes tarea,#aesthetic,,,con tips el coquette moda novia | challenge hoy anime hoy universidad 🌸 🍔 | la vacaciones con pelicula las ropa 📚 | los viernes hacks outfit puro lunes aqui universidad un videojuego gym 💪 🍟 🍔,,875875,133846,11705,15354,0
134454ed,la cds puro señor de los gallos un los ántrax jesús alfredo con huevos las ninis hoy el patron una cuatro letras,el radio caro quintero con pozole ak47 encobijado 🔥,#tostón #matón #elchayo #juevesnegro,,javier rosas,,,4679242,409852,23666,11331,1
910f3d17,puro tutorial haul puro oficina puro vlog una compañeros outfit rutina hoy pelicula 🍣,challenge hoy comedia oficina la videojuego,#jefe #lunes #stream #universidad,,bizarrap,aqui humor crush el cumpleaños el restaurante prepa con diario gym | aqui universidad challenge escuela puro compañeros tutorial 🎉 🥰 | prepa pelicula siempre compañeros aqui outfit | los ropa con outfit broma,,457807,63829,975,7813,0
1d38fce3,la juan josé esparragoza siempre éxtasis puro rafael caro quintero puro balacera,hoy cartel del golfo belico el mayo los la maña puro matón hoy rafael caro quintero 💶 🍭,#elcártel #burrero #conhuevos,,julión álvarez,el marro compa aqui arturo beltrán tamaulipas frontera chica un sierra | siempre el mencho una ovidio bala un pozole las raton z-40 morritas con levantón 🍻 🤑 🧊 | con chapo una gallo grupo sombra culiacanazo bazuca con félix gallardo 🛥️ 💰,,658338,115430,10429,4393,1
bb2dc815,humor risas con outfit un trabajo 🌙,review la familia aesthetic puro jefe amor prepa moda 🧸 😍,#prepa #novia #maquillaje,,maluma,hoy gato stream el fiesta cine perrito la estudio review familia 💻 ✈️ 🌙 | la comida haul siempre restaurante aqui amigos 🍦 💕 ✨,,646067,55056,4214,1385,0
83cc9262,los serie el novia aqui estudio la challenge fiesta mascota el viaje,amigos las viaje las crush puro gamer las rutina los anime 💄,#amor,,luis miguel,siempre unboxing los stream fiesta siempre moda crush estudio 😂 🌻 🌙 | un jefe universidad vacaciones con review una compras un broma novio con haul 🎂 💅 🎧 | oficina hoy chill viernes universidad grwm siempre crush | amigos con diario los aesthetic restaurante aesthetic,,264314,17301,1493,1043,0
d2f4c756,con charola los viejon las tiroteo aqui pechera las quebrar marihuana monstruo el compadre 🦅 💯 ⚔️,un los ninis nemesio oseguera los el guano las clonazepam con marihuana,#cincuenta,,cornelio vega jr,el arturo beltrán una buchón tostón cuerno de chivo las los caballeros templarios el colt un glock 🪓 🚤 🎰,,2210141,156951,10741,23495,1
7a1b7b31,prestanombres la cuerno de chivo aqui la unión tepito jueves negro una mdma cártel de santa rosa de lima siempre maría churro 🦅,siempre mayo con morrita hoy michoacan 🐆 🐔,#tostón #lachapizza #elcártel #nuevemilímetros #halcon,,comando lr,un los mexicles hoy mdma los alinear madriza los jalisco aqui los ninis pizza 📍 🇺🇸 | una marihuana mayiza frecuencia 🚤 🥂 | con ar-15 el buchona aqui ovidio hoy magnum los ántrax,,1775966,288495,19485,30779,1
ba7b31a6,crush fiesta el novio con diario,puro oficina aqui gamer moda pelicula los viaje universidad aesthetic un outfit 💅 🍕,#aesthetic #gato #novio #tutorial #novia,,,el ropa tarea anime estudio receta oficina haul perrito,,393179,75182,4137,9845,0
581886a8,charola cdg la calibre 50 narcomanta morrita la la unión tepito,los patrón la empresa con toque el señor de la montaña narcomensaje los pelones una lavado de dinero crico ⚰️,#foco #empresa #beretta,,tito torbellino,narcomensaje perico el topon el ratón filo los caballeros templarios clika 💊 | una grupo sombra clika las el guano tostón chiva cuerno 🕸️ 🇲🇽 🏹 | una al tiro un jefe de jefes cuerno de disco hoy tijuana alinear cuerno de chivo cártel de colima,,405655,23487,343,1902,1
c170a4ad,culiacan lanzagranadas el cártel  Rolex,maría puro cds radio pechera 💀 🔫 🗡️,#alfredillo #perico #cárteldejuárez #uzi #cuatroletras,,,un cobro de piso jgl morritas cng los alucín escuadra cocaína,,831397,103596,2666,13586,1
12e33dbf,las grupo sombra cds bala con manta ⌚ ⚔️ 💴,la alucín csrl jefe de jefes señor de los gallos el mini lic félix gallardo puro comando hoy tj 🛑 🐊,#cds #fierro #puntero,,,,,964044,159914,7265,11033,1
3e6073ce,un prepa relax fiesta la haul los compras puro cumpleaños siempre baile una amor 🥰 😍,hoy novio vacaciones jefe compañeros 🍔 ☀️ ✈️,#grwm #restaurante #humor #jefe,,,,,84878,16572,705,1518,0
9e918599,aqui comida hoy prepa la tutorial,comida serie con vacaciones un amor las novio las gamer,#maquillaje #crush #chill,,camilo,hoy tutorial pelicula fiesta un cine hoy anime estudio 😊 | receta mascota lunes moda con cine siempre rutina challenge ☀️ 💄 🎀 | las unboxing aqui relax ropa ❤️ 🍣 🌸 | las cine puro comedia stream hoy gamer vacaciones anime con vlog 🌙,,545142,54089,1582,3784,0
542e853f,puro perrito anime los gamer los maquillaje las restaurante ❤️ 💖,puro maquillaje rutina aqui compras el tutorial gamer restaurante relax 🍟 💅 🎂,#risas #pelicula,,kenia os,,,581134,57615,2732,1702,0
f85a1a2a,hoy comida tarea vacaciones compañeros puro prepa stream 💅,challenge vacaciones aqui chill ropa universidad broma,#comedia #amor #mascota,,ariana grande,fiesta prepa gamer hoy estudio el serie 🎮,,722408,39246,3856,3413,0
1ee82265,el haul crush hoy aesthetic viernes un comida los vlog coquette restaurante,aesthetic challenge un review tarea risas los cumpleaños 🎀,#tips #prepa #universidad,,,novio vlog lunes 🎉 ✨ | skincare trabajo la viaje puro tarea la receta hoy maquillaje 🍦 | los hacks el compras gato 🎮 👗 | hoy challenge puro amor con crush la coquette un gamer hoy relax 🍕 💕 🎧,,619222,58912,4601,6514,0
9171238d,aqui trend unboxing un aesthetic puro estudio las trabajo 🎬 🎧 🥰,crush aesthetic relax aqui tutorial vlog outfit puro universidad vacaciones 🍕 ✨ 🎀,#universidad #stream #anime #compras,,,,,889971,77556,3278,3247,0
1b1898ca,una tips la serie el estudio los oficina las crush aqui viernes 🐶 💻 ☕,estudio coquette amigos las aesthetic aesthetic los videojuego tutorial el outfit,#ropa #estudio,,ariana grande,las broma vlog novia el viaje trabajo | risas un challenge el amor con jefe 🍕,,201538,16901,891,761,0
b740143f,fiesta serie las viaje las novia siempre aesthetic risas hoy mascota 🎧,outfit vacaciones una serie oficina aqui tutorial la compañeros la receta siempre relax 🧸,#anime #viernes #restaurante #oficina,,rosalia,outfit hoy jefe aqui novio tutorial review la restaurante las viaje 😭 | skincare maquillaje el diario 🍔 🎧 💖 | tarea estudio hoy chill receta ropa los amigos 🧸 💪 😂 | universidad comida el challenge con vacaciones,,51639,2822,241,131,0
590e0416,la el ratón aqui zambada cds un el licenciado,la buchona marihuana un bala 🚫,#cds,,los nuevos rebeldes,aqui cártel del noreste lavada alineado siempre heroína tablazo 🧊 ☢️ 🍬,,829397,78340,1281,5222,1
dce87a42,diario siempre novia compañeros siempre pelicula 😍,cumpleaños amor una baile videojuego,#restaurante #lunes,,young miko,rutina los unboxing haul outfit vlog hoy challenge fiesta gato 🧸 | puro hacks aqui compañeros una outfit una chill un rutina la perrito ☀️ | aqui receta broma con gamer gym coquette aesthetic 🥰,,752918,70879,6392,10346,0
cf31e204,moda el viernes trabajo aqui chill la vacaciones tarea los aesthetic siempre restaurante 🌸 🍕 🎉,las relax siempre maquillaje una tips 😂,#challenge #videojuego,,bad bunny,vacaciones las challenge skincare las coquette puro lunes 💕 🎉 ✈️,,184795,13343,754,1995,0
83a7637f,coquette puro pelicula viernes stream 😍,con compras un serie review comida aesthetic challenge 🎉 ✨ 💪,#lunes #vacaciones #coquette #compañeros #novia,,,aqui vlog una coquette gym puro tarea baile puro jefe el vacaciones 🌸 ✨ 🎀,,589793,77409,7148,5892,0
8d481b15,vacaciones jefe con amor broma oficina 😭 💪 ❤️,aqui compras hoy compañeros siempre vacaciones siempre ropa serie ✈️ 🍦,#novia #rutina #viaje #aesthetic #anime,,,la tarea novia cine skincare pelicula | los review aqui ropa con viernes ☕ 🍣 🎧 | gym aesthetic skincare las tips,,103938,16754,221,980,0
325a8df5,la ropa comida aqui crush una humor universidad unboxing,skincare hoy compras lunes una novia jefe novio relax amor ☕,#relax #stream #cine #comedia #chill,,,cumpleaños gato un jefe lunes ropa aqui gym el humor ☕ 🎂 | escuela la vacaciones puro comedia amor las comida ✈️ 🌻 💕,,895428,89533,5716,9222,0
35a7d880,aqui gamer siempre oficina puro viernes 🍟,las pelicula hoy aesthetic compañeros familia novio los comida 💪 🏋️‍♀️ 📚,#anime #compañeros #comedia #amigos,,j balvin,broma hacks rutina los trabajo puro maquillaje estudio ✈️ 🌻 🍕,,396043,59855,5957,8870,0
8b5dbde6,tutorial haul vlog aqui escuela videojuego,aqui haul siempre risas puro universidad 🐱,#amigos #haul #prepa #chill #maquillaje,,sebastián yatra,hoy comedia compras hoy gamer diario | risas puro restaurante la vacaciones hoy tutorial 🎉 🍣 | la estudio unboxing perrito outfit 🏋️‍♀️,,811639,128981,7176,6546,0
b498bf03,serie las comida siempre gamer amigos las vlog hoy gato 🌻 ✨,con review novia una viaje las tips chill 🌻 🥺 ☀️,#serie #amor #humor #baile,,blackpink,stream aqui perrito hoy amor compras aqui gamer serie universidad 🍣 🍔 😂 | pelicula haul el serie moda oficina stream el vacaciones 👗 ✨,,286612,15165,1302,870,0
d55d562d,siempre alucin chaleco z-40 los aztecas aqui ejecución puro plomo aqui la mayiza 🎲,la amado carrillo hoy culiacan buchonas una frecuencia tamaulipas bazuca aqui venadear perico 👃 🍅,#carteldejalisco #elratón,,,al tiro el mayo una topón la maña aqui zetas hoy pacífico 🤑 🚬 🍻,,709432,106615,10556,12423,1
8ac98003,gato aqui haul perrito 💕,anime jefe tarea aqui maquillaje,#viaje #risas,,,,,345186,53086,2690,1662,0
c50eaa72,la cártel de oaxaca hoy gallito patrón puro los pelones 🐅,nemesio oseguera los zetas aqui p90 crico 🏹,#encajuelado,,,,,721051,76615,4753,9681,1
4f74abff,con tijuana hoy gente nueva perico blanca,con cártel de juárez buchonas calibre 50 la lobos 🇲🇽 🐂,#tj,,el de la guitarra,,,4140236,662090,46405,23124,1
c9bb12c9,los caballeros templarios crico siempre cártel de colima sierra,los chapizza cng culiacan hoy metanfetamina las meth la joaquín guzmán la piyi chaleco,#ncdj #viejon,,,lavada toston plebe escuadra pastillas punta 💉 | 4 letras magnum las chapo el narco de narcos hielo el chayo 🗡️ | el félix gallardo buchona hoy jesús alfredo alucines nueve milímetros aqui calentando la plaza alfredillo un cocaína 💊 👺 👑,,484858,79892,7588,4887,1
d09237f6,aesthetic cine las jefe 🏋️‍♀️,el vacaciones gym gato baile 🥺 🍦 ✈️,#estudio #skincare #aesthetic #comida #familia,,belinda,,,513888,44771,3384,4352,0
72ff1858,haul el trabajo comedia un compras rutina con cine diario humor 🎮 🐱 😭,gamer aqui vlog con serie,#rutina #amigos #unboxing #challenge,,,puro serie tarea siempre amor viernes lunes hoy compañeros | humor ropa grwm trend la crush un anime | siempre oficina review el lunes serie baile 😍 😭 | novio hoy rutina una familia el prepa el tips una diario,,668559,114066,5112,6958,0
e4cbcfc2,puro mañoso aqui plaza la maña el chapo la el piyi,madriza rpg extorsión lavador los viagras puro jalisco,#chapo #uzi #colt #carteldejalisco #elchayo,,,cuerno de disco la matamoros zambada un viejón el mula las pozole 🍻 ✈️ 🦍 | hoy culiacan michoacan aqui el botas blancas con la mayiza pariente con cdn éxtasis aqui churro 🏇 🚫 | un plebe perico con topón hoy chapo cheyenne culiacanazo tamaulipas 🛻 🍬 🏴‍☠️,,828251,116219,2305,14189,1
aa2e7746,lavada hoy colt un ak47 una juan josé esparragoza 💷 🇲🇽 🥃,viejon z-40 puro barredora puro la empresa 🚁 🗡️ 🩸,#compadre #zapopan,,revolver cannabis,hoy culiacanazo con la empresa wato las bazuca 🏴‍☠️ 🍄,,3959056,509301,7855,43248,1
789b42c7,puro arellano félix un cds madriza puro alinear ⌚ 🍄 ⚠️,con lanzagranadas siempre barredora la los chimales siempre jefe de jefes una piso dar cran,#toston #almillon #pariente #gatillero #juanjoséesparragoza,,los amables del norte,,,1764669,321214,18893,28605,1
c7fecf24,con el cártel hielo plomazo compa la linea cártel de colima el mencho viejón 🦏,pozole el topón maría un piyi cártel de tijuana el ratón el morritas 👃 🛡️ ⌚,#punta #tablazo #altiro,,el de la guitarra,plomazo nemesio oseguera lobos marihuana maña los cuerno de chivo hoy monstruo las juan josé esparragoza,,682335,83966,7483,6990,1
1fe42d4d,una suburban los tahoe siempre al tiro porro la morritas aqui alineado ⚠️,puro levanton las el botas blancas el mini lic 🛡️ 🛥️,#viejon,,roberto tapia,levantón el charola la nieve burrero una marihuana bélicon un dar piso chimales 棺 🩸 | amado carrillo levanton cng 棺 💉,,410498,35661,1947,2394,1
812801c9,suburban las levanton aqui ak47 plebes la barret cártel del golfo la linea 💣,una los chimales las gente nueva hierba una pizza clica 🍕,#comando #loszetas #gallito #elchueco #guerrerosunidos,,virlan garcia,el clica la tuta con ejecutado ☣️ 🍅 | el buchon viagras morrita un el piyi una narcomanta m60 un pariente las el chueco 👹 🦅 🖤,,266757,29890,1909,2800,1
b1f8f724,puro compañeros con broma tarea gym maquillaje comedia ☀️ 🏋️‍♀️,comedia baile stream amigos puro prepa hoy jefe puro trabajo hoy comida ✨ 💅,#aesthetic #broma #serie #cumpleaños,,ariana grande,stream gato con mascota siempre novia una crush siempre cine 🎉 💕 | fiesta puro mascota receta 🌻 🥺 | una novio las estudio un comedia | broma gato perrito hoy viernes viaje 🍔,,112020,17977,1794,1964,0
13565aa0,bélico las el licenciado don neto las topón artillada 🧿 🚫 🎰,con la línea siempre ak47 hoy tijuana topón hoy la familia michoacana encajuelado ⛄ 🇺🇸 💰,#mp5 #guerrerosunidos,,el makabelico,con los rusos los raton los belicon el señor de la montaña los viagras hoy nemesio oseguera 🇲🇽 🩸 | p90 el fierro piyi pariente la ovídio ❄️ 🦇 🚁 | con enfrentamiento troca zetas,,551180,109573,7390,5594,1
128014bd,siempre familia tarea amigos restaurante humor hoy amor 🐶,siempre stream mascota gato con videojuego,#videojuego #estudio #relax #comedia #amor,,,,,101618,20296,495,859,0
c6c277fe,churro puro chapo aqui cártel de colima un ncdj lavado de dinero el bélicon con pechera puro narcomanta ✈️,ar15 hoy quebrar las barret ak 47 la los viagras aqui empresa puro gallito hoy cln 🐍,#lfm #levantón #piso,,santa fe klan,alineado cuatro letras roche pacífico el éxtasis la ejecución 🥂 棺 | comando la cobro de piso una bélicon 🍻 | los charolazo siempre lobos los plomazo puro el cártel 🧿 🐘 🍻 | guerreros unidos comando morrita puro el nini la sicario puro al millon,,1949152,318480,27971,38916,1
5431a300,un lobos puro fuerza anti-unión hoy mamalona la tablazo csrl la la familia michoacana las goma,jefe de jefes hoy pistolero siempre cártel de santa rosa de lima 💶 💵,#pozolero #csrl #pozole #polvorosa #bélicon,,comando exclusivo,los filo siempre foco las mdma una polvo rosa un el botas blancas lavado de dinero la cuerno de disco cheyenne 🚙 🍄 💶 | jueves negro los puntero siempre belico 🍕 | una toston hoy lanzagranadas zambada los rusos 🤑 | lavado de dinero plomazo aqui arturo beltrán los matamoros 🧊 🤫,,119083,19908,1080,2706,1
99c937b5,las cártel de oaxaca csrl heroína aqui buchones puro fenta siempre cuatro letras ☠️ 🏴‍☠️,una jefe de jefes cártel de santa rosa de lima topón cártel de oaxaca 🧪 🤫,#morrita,,los dos carnales,aqui hierba hoy csrl hoy punta hoy los ántrax cocaína los ar15 un zambada 🐆,,622608,32708,866,1990,1
6f288c0b,comida videojuego broma puro challenge un chill relax 🍦 💕,familia unboxing baile con trend aqui pelicula puro chill las tutorial los lunes,#pelicula #tutorial #stream,,sebastián yatra,,,809987,137684,9810,7006,0
99210bad,hoy encajuelado hoy triángulo dorado una mula sicario,manta el alfredillo los chimales tachas un compa barret 4 letras siempre hector beltrán 🚤,#carteldesinaloa #plebe #piyi #buchonas #nuevolaredo,,virlan garcia,grupo sombra un morritas matón | al tiro pozolero cincuenta,,453240,36863,2799,3130,1
650a12cb,aqui universidad hoy escuela lunes,las tips vlog las ropa la skincare 🍕 🏋️‍♀️,#estudio #unboxing,,the weeknd,aqui ropa hoy rutina estudio puro humor novia | un vlog diario el tips ❤️ 🎂 🌻,,513074,77403,5024,1654,0
91d2cbcc,rutina trend chill los broma perrito,viaje baile una pelicula con broma stream,#skincare #relax,,kenia os,aesthetic hoy videojuego comida los comedia trabajo viernes,,149760,24608,1249,3476,0
c3852ca1,las ropa un broma un amor compañeros prepa una moda los tips 🍣,trabajo siempre skincare el baile prepa 📱 🐱,#hacks #universidad #fiesta #humor #estudio,,,con skincare aesthetic los escuela 🍟 💻,,44018,6186,258,612,0
99266196,anime challenge comedia diario 🎮,una perrito hoy fiesta el jefe rutina un viernes la broma 🌙 🍔 🎬,#oficina #receta #review #moda,,shakira,aesthetic la baile maquillaje lunes puro hacks las aesthetic con gym puro broma 📱 🐱,,960164,135447,4457,7915,0
281fdeb3,la cine rutina escuela siempre stream aqui novia ❤️,viaje una restaurante puro skincare universidad los oficina outfit 🥺 💪,#risas #compras #restaurante #pelicula #familia,,young miko,hoy viernes con coquette aqui challenge | la gato siempre pelicula la broma comedia 📚 😂 🐶 | relax hoy serie la familia siempre baile hoy lunes una maquillaje puro risas 🍣 ☀️ 👗 | rutina tarea outfit 🌻 ❤️,,284971,23551,904,2255,0
e425067d,aqui csrl calibre 50 zetas 👑,las piso narcomensaje con churro 🤐 📍,#mp5 #ellazca #elcártel,,,cártel del noreste cartel del golfo hoy ak-47 aqui toston artillada lavador barredora 🦇 🔫 🍄 | el mayo aqui glock una fenta fn p90 mayo 😎 🐅 🇲🇽,,580765,51604,1017,2407,1
413c8c63,un tips amor anime viernes aqui serie hoy baile perrito ☀️ 🎉,gamer vacaciones una haul las broma la vlog hoy maquillaje prepa trabajo ❤️,#compras,,rosalia,risas fiesta stream los familia diario mascota anime hoy rutina 💅 | aesthetic compras aqui outfit puro amigos 🎀 | grwm familia universidad jefe compras las gato tips,,887562,58589,3286,8228,0
b4020c6e,los familia hoy broma siempre trend amigos aqui prepa hoy tutorial 😭,cine familia comida receta amigos hoy aesthetic compras relax,#grwm #humor,,,la tips el viernes diario una rutina grwm siempre risas crush ✈️ | tips una prepa pelicula comida un moda el videojuego 😍 🍕 🥺 | oficina hoy trabajo unboxing las jefe escuela un broma 🎮,,402217,39587,3277,3710,0
dd47707c,gatillero los ninis una toque rafael caro quintero aqui el azul bala las mañoso cártel de tijuana 🩸 🐔,arturo beltrán barret la familia michoacana el marro un toston pastillas cártel de colima 🤑 🍬 🚙,#ovidio #fierro #bélico #almillon,,chiquito team band,hoy cártel del noreste un buchon el csrl cds pacífico | los mdma aqui z-40 puro cartel del golfo el guano señor de los gallos con el padrino con charolazo hoy rivotril,,121324,20401,1252,2531,1
91d664f9,maquillaje viernes cumpleaños la compras 😭 💄 ☕,vacaciones aesthetic hoy restaurante las videojuego con rutina,#trend,,luis miguel,,,446503,87564,7076,11095,0
df62cdf6,las crico grupo sombra morritas ❄️ 👃 🚬,arturo beltrán éxtasis clonazepam hoy barret,#elmencho #cjng #brazoarmado #ejecutado #almillón,,pancho barraza,éxtasis siempre ak-47 puro plebes 💣 🤑 🦏 | perico una los beltrán leyva una los chapitos 38 super punta tachas el antrax las zetas 💷 | con culiacan la compa tableada con bazuca siempre cobro de piso una zetas 🕷️ 棺,,1533013,162190,2707,22819,1
7b71c725,con videojuego trend aesthetic los gato aqui compañeros prepa baile moda 🏋️‍♀️ 🍕,la viernes un aesthetic con novia con review stream hoy serie la perrito,#lunes,,,hoy novia hoy aesthetic una mascota skincare vacaciones | moda prepa restaurante el diario los tutorial aqui receta con ropa siempre unboxing ☀️ 🌸 😂 | un prepa universidad la crush las oficina 📱 | aqui familia el compañeros una skincare,,798158,66514,5791,2924,0
38af0015,las metanfetamina la r15 hoy meth hoy cartel del golfo buchonas una mayo 🦂 ❄️,m60 con cheyenne aqui chaleco ovídio 🥃 🇲🇽 🆖,#nemesiooseguera #ejecutado #rpg #rusos,,,puro buchon los mini lic la éxtasis viagras 👿 🔪 🕸️ | sierra la r-15 ncdj | al millón p90 crico la z-40 con arellano félix churro nueve milímetros buchón 🧿 🇨🇴,,1586273,140664,4986,13741,1
d22594bb,el ar-15 un m60 encobijado la perico pozole secuestro una pechera 💉 ⚔️ 🍾,rivotril félix gallardo con cheyenne foco 👿 🇨🇴 ⚰️,#fierro #cuernodedisco #blanca #reynosa,,,con bélicon zapopan un troca puro m16 empresa tusi frecuencia cuatro letras 🌨️,,4359093,351481,4976,20685,1
22869f64,gamer escuela la crush siempre trabajo videojuego un tips un ropa 🎧 🎀,hoy trend las serie estudio vlog con receta gamer aqui gym con compras 😭,#gato #outfit #risas #stream #novio,,harry styles,vacaciones aqui hacks aqui aesthetic el rutina hoy estudio ropa ✨ | vacaciones aesthetic humor aqui tutorial | una trend estudio humor receta outfit un chill un videojuego puro stream 🐶 💅 | pelicula review la cumpleaños 👗,,843555,62371,4414,6193,0
63538d1f,siempre amor risas la aesthetic puro comedia con novia,aesthetic jefe las tips un estudio una comedia grwm 🎧,#jefe #gym,,,viernes perrito la aesthetic un estudio vlog stream hoy universidad unboxing | viaje el tarea hoy relax tutorial 🏋️‍♀️ | ropa la haul con trend mascota videojuego la review baile | una receta chill una outfit ❤️ 🍟 😭,,761844,124154,1821,3839,0
